VCG_Jonker_Volgenant_Runtime,VCG_Min_Cost_Flow_Runtime,Greedy_Runtime,VCG_Welfare,Greedy_Welfare
129.54454064369202,15.005280017852783,0.5592372417449951,9.985443863795975,9.985443863795975
112.50781321525574,16.311846256256104,0.30863118171691895,9.9899955756912,9.9899955756912
99.63291525840759,15.05978274345398,0.3018677234649658,9.984517514995018,9.984517514995018
120.0902829170227,14.998574495315552,0.3048667907714844,9.987348151285358,9.987004343562011
106.02532625198364,15.277379751205444,0.3113741874694824,9.98374031101116,9.98374031101116
104.9714605808258,15.248557806015015,0.3309664726257324,9.975071915003117,9.975071915003117
116.8162841796875,15.222904443740845,0.3104085922241211,9.976641729307707,9.976641729307705
104.93827295303345,15.133282661437988,0.5419538021087646,9.990301513727612,9.990301513727612
100.54292869567871,15.181312799453735,0.3295285701751709,9.992628446607593,9.992628446607593
113.34095048904419,15.336729049682617,0.3105449676513672,9.98408223839542,9.98408223839542
113.85858225822449,15.617716789245605,0.5482282638549805,9.978290585973633,9.978290585973633
116.16098928451538,15.258216142654419,0.3085818290710449,9.995094186550258,9.995094186550258
101.91558647155762,14.944949626922607,0.3278827667236328,9.9911054860081,9.9911054860081
114.75157904624939,14.958940505981445,0.3094005584716797,9.990471656464514,9.990471656464514
112.6447925567627,15.089352130889893,0.30616331100463867,9.989952905505632,9.989952905505632
105.04934501647949,15.087882280349731,0.30632686614990234,9.977987646472837,9.977987646472837
114.32744860649109,16.427969694137573,0.31522583961486816,9.994576833356298,9.994576833356298
113.18869256973267,15.094113111495972,0.5305910110473633,9.988795297634343,9.988795297634343
119.80359268188477,15.472827672958374,0.565481424331665,9.980528553686774,9.980528553686774
115.7203152179718,14.857703924179077,0.5518167018890381,9.984454119781638,9.984454119781638
100.41318655014038,14.734399557113647,0.3235931396484375,9.989007863311446,9.989007863311446
112.47539901733398,14.963311910629272,0.31875014305114746,9.981180395877049,9.98118039587705
100.76730751991272,15.141571044921875,0.5308406352996826,9.977073025341612,9.977073025341614
113.82754683494568,15.926324367523193,0.3114793300628662,9.994925037058202,9.9949250370582
115.29883050918579,14.599502801895142,0.30970072746276855,9.982015192950767,9.982015192950767
104.03868770599365,14.839811563491821,0.3168151378631592,9.986211710902202,9.9862117109022
104.62624979019165,14.833649635314941,0.3248934745788574,9.995625000856919,9.995625000856919
104.2101240158081,14.807111501693726,0.3238871097564697,9.98015369091745,9.98015369091745
118.29013466835022,15.063110113143921,0.31793212890625,9.98170142332509,9.98170142332509
115.31882190704346,15.275028467178345,0.31060051918029785,9.968839532824102,9.968839532824102
100.52561497688293,15.259061336517334,0.5505549907684326,9.991787828702234,9.991787828702236
102.57434010505676,14.943679809570312,0.5326888561248779,9.992962520291945,9.99216106191926
114.64297151565552,14.603344440460205,0.3221275806427002,9.976065742356704,9.976065742356704
114.73880529403687,14.904459238052368,0.3199598789215088,9.983227358701168,9.983227358701168
118.4201877117157,14.86229658126831,0.33342933654785156,9.963115978517854,9.963115978517854
88.68546605110168,14.933318376541138,0.31435537338256836,9.98605106330503,9.98605106330503
102.66735196113586,14.903690338134766,0.30566930770874023,9.989962724500222,9.985703547878328
115.99250674247742,15.003134727478027,0.3154635429382324,9.988247179550296,9.988247179550296
116.18768739700317,15.020197868347168,0.3115837574005127,9.992168450443268,9.992168450443268
112.49212336540222,14.882010221481323,0.31844496726989746,9.98267655029646,9.98267655029646
102.91121578216553,15.010838508605957,0.5059528350830078,9.994604797131828,9.994604797131828
103.55561137199402,15.946632385253906,0.5292468070983887,9.97441872986637,9.97441872986637
114.6024239063263,14.920903444290161,0.30275845527648926,9.99401309625527,9.99401309625527
116.84152913093567,14.646646738052368,0.3051018714904785,9.982153111585646,9.982153111585644
112.36547994613647,14.875758409500122,0.31841421127319336,9.987430893403108,9.987430893403108
101.21845030784607,15.067394495010376,0.31616902351379395,9.982204860825837,9.982204860825838
114.04666113853455,15.639647006988525,0.5683057308197021,9.98942763876328,9.98942763876328
74.36547255516052,15.750701427459717,0.5597367286682129,9.980949987253775,9.980949987253775
112.4396641254425,14.9439115524292,0.32030415534973145,9.98775932860796,9.98775932860796
113.79578638076782,14.698581218719482,0.30611491203308105,9.987563329146461,9.987563329146461
117.92943477630615,14.850506782531738,0.331104040145874,9.979703689593473,9.979703689593473
